Referrer,Keyword,Visits,"Page Views per Visit
(Premium)","Bounce Rate
(Premium)","Visit Duration (seconds)
(Premium)","Conversions 1
(Premium)","Conversions 2
(Premium)","Conversions 3
(Premium)","Conversions 4
(Premium)","Conversions 5
(Premium)"
search.naver.com,???룆?뒧?32,3.5,12.50%,347.44,0,0,0,0,0,
m.ad.search.naver.com,?°?뵒?봽?¡?븘,10,1.6,30.00%,64.8,0,0,0,0,0
m.ad.search.naver.com,???옄?°?뵒?봽?¡?븘?뒧?뒠?뵒?삟?10,1.4,30.00%,76,0,0,0,0,0,
search.naver.com,???룆,10,2.5,10.00%,291.2,0,0,0,0,0
search.naver.com,???옄 ?°?뵒?봽?¡?븘 ?뒧?뒠?뵒?삟?9,0.67,33.33%,24,0,0,0,0,0,
ad.search.naver.com,?°?뵒?봽?¡?븘,8,0.75,37.50%,24.5,0,0,0,0,0
search.naver.com,?똾?꽌 ?봽?¡?븘,6,0.5,50.00%,14,0,0,0,0,0
search.naver.com,?꽌?슓??°?뵒?봽?¡?븘 ?뒧?뒠?뵒?삟?6,0.83,33.33%,53.67,0,0,0,0,0,
m.search.naver.com,???룆?뒧?5,0.8,0.00%,43,0,0,0,0,0,
ad.search.naver.com,?꽌?슓?°?뵒?봽?¡?븘,4,0.5,50.00%,57,0,0,0,0,0
ad.search.naver.com,???²??´??쁺,4,3.5,0.00%,118,0,0,0,0,0
blog.naver.com,?°?궊??°?뵒?봽?%,4,1,25.00%,47,0,0,0,0,0
m.ad.search.naver.com,?°?뵒?봽?¡?븘?뒧?뒠?뵒?삟?4,2.25,25.00%,48.5,0,0,0,0,0,
m.ad.search.naver.com,?°??¤?²??°?¡±???§?4,1.5,25.00%,131.5,0,0,0,0,0,
search.naver.com,?솉?? ?°?뵒?봽?¡?븘,4,1.5,25.00%,47.5,0,0,0,0,0
search.naver.com,?슓?룞 ?쁺?긽 ?뒧?뒠?뵒?삟?4,2.75,25.00%,42.5,0,0,0,0,0,
ad.search.naver.com,?궊?옄?°?뵒?봽?¡?븘,3,0.33,33.33%,42,0,0,0,0,0
ad.search.naver.com,?눊?븨?ª°?뒧?뒠?뵒?삟?3,0.33,33.33%,8,0,0,0,0,0,
ad.search.naver.com,CEO ?´??쁺,2,1,0.00%,26,0,0,0,0,0
ad.search.naver.com,?늻?뱶???§?2,1,0.00%,49,0,0,0,0,0,
ad.search.naver.com,????¶?2,0.5,50.00%,2,0,0,0,0,0,
ad.search.naver.com,????¶?뒧?뒠?뵒?삟?2,1.5,0.00%,34,0,0,0,0,0,
ad.search.naver.com,?°?뵒?봽?¡?븘?뒧?뒠?뵒?삟?2,0.5,50.00%,2,0,0,0,0,0,
ad.search.naver.com,?°?뵒?봽?¡?븘?´??쁺,2,1,0.00%,36,0,0,0,0,0
ad.search.naver.com,?°??¤?룞??¼???§?´,2,1,0.00%,37,0,0,0,0,0
ad.search.naver.com,?°??¤?룞??¼?뒧?뒠?뵒?삟?2,1,0.00%,32,0,0,0,0,0,
ad.search.naver.com,?²°?삩?뒧?깄???§?2,0.5,50.00%,146,0,0,0,0,0,
ad.search.naver.com,?¶?떓???뭹?´??쁺 ?뒧?뒠?뵒?삟?2,1,0.00%,12,0,0,0,0,0,
ad.search.naver.com,?궋???뒧?뒠?뵒?삟?2,0.5,50.00%,2,0,0,0,0,0,
ad.search.naver.com,?렂?뀡???§?2,0.5,50.00%,5,0,0,0,0,0,
ad.search.naver.com,?몾?뱶???§?2,1.5,0.00%,34,0,0,0,0,0,
ad.search.naver.com,?몾?뱶???§?´??쁺,2,0.5,50.00%,5,0,0,0,0,0
ad.search.naver.com,?봽?¡?븘???§?2,3.5,0.00%,86,0,0,0,0,0,
ad.search.naver.com,???²??뒧?뒠?뵒?삟?2,2,0.00%,138,0,0,0,0,0,
ad.search.naver.com,???셿?룞??¼???씊?뒧?2,1,0.00%,13,0,0,0,0,0,
ad.search.naver.com,???셿???뭹???2,4.5,0.00%,547,0,0,0,0,0,
ad.search.naver.com,???꽒?°?뵒?봽?¡?븘?뒧?뒠?뵒?삟?2,4,0.00%,289,0,0,0,0,0,
ad.search.naver.com,???옄?봽?¡?븘???§?2,1.5,0.00%,53,0,0,0,0,0,
ad.search.naver.com,?뿠?삁?씊??솕?³´ ?뒧?뒠?뵒?삟?2,2.5,0.00%,105,0,0,0,0,0,
ad.search.naver.com,?뿠?삁?씊?솕?³´?´??쁺,2,5.5,0.00%,205,0,0,0,0,0
ad.search.naver.com,?삟?뵒?뀡?봽?¡?븘???§?2,1.5,0.00%,28,0,0,0,0,0,
ad.search.naver.com,???븘?뒧?뒠?뵒?삟?2,1.5,0.00%,21,0,0,0,0,0,
ad.search.naver.com,?씊?뀒????뼟???§?´??쁺,2,1.5,0.00%,54,0,0,0,0,0
ad.search.naver.com,????¸?§?봽?¡?븘,2,0.5,50.00%,9,0,0,0,0,0
ad.search.naver.com,??¼?땲?뼟?뒧?뒠?뵒?삟?2,0.5,50.00%,13,0,0,0,0,0,
ad.search.naver.com,?¶?????§?2,0.5,50.00%,19,0,0,0,0,0,
ad.search.naver.com,??¤?뵆?뒧?깄???§?2,0.5,50.00%,6,0,0,0,0,0,
blog.naver.com,?궊?옄 ?°?뵒?봽?¡?,2,0.5,50.00%,33,0,0,0,0,0
blog.naver.com,????¶??´??쁺 ?뒧??9,2,8.5,0.00%,485,0,0,0,0,0
blog.naver.com,???룆?뒧??뒧?뒠?뵒%E,2,2,0.00%,43,0,0,0,0,0
blog.naver.com,???옄 ?°?뵒?봽?¡?븘 ?뒧??2,1,0.00%,42,0,0,0,0,0,
blog.naver.com,?솉?? ?°?뵒?봽?¡?븘 %E,2,1.5,0.00%,31,0,0,0,0,0
blog.naver.com,?쉶?? ?봽?¡?븘 ?´??%9,2,0.5,50.00%,2,0,0,0,0,0
m.ad.search.naver.com,?°?뵒?봽?¡?븘?°?²?,2,1,0.00%,6,0,0,0,0,0
m.ad.search.naver.com,?°?븘?§???§?´,2,0.5,50.00%,26,0,0,0,0,0
m.ad.search.naver.com,?°??¤?룞??¼???§?´,2,2,0.00%,55,0,0,0,0,0
m.ad.search.naver.com,?°??¤?룞??¼?뒧?뒠?뵒?삟?2,0.5,50.00%,29,0,0,0,0,0,
m.ad.search.naver.com,?°??¤?²????§?2,1,0.00%,38,0,0,0,0,0,
m.ad.search.naver.com,?°???봽?¡?븘,2,0.5,50.00%,9,0,0,0,0,0
m.ad.search.naver.com,?°°?슒?봽?¡?븘,2,4,0.00%,48,0,0,0,0,0
m.ad.search.naver.com,?°°?슒?봽?¡?븘???§?2,1,0.00%,60,0,0,0,0,0,
m.ad.search.naver.com,???§?°°?슒?¸°,2,2,0.00%,300,0,0,0,0,0
m.ad.search.naver.com,???§?³´???2,0.5,50.00%,86,0,0,0,0,0,
m.ad.search.naver.com,???§???쑂?2,5.5,0.00%,424,0,0,0,0,0,
m.ad.search.naver.com,?꽌?슓?°?뵒?봽?¡?븘,2,0.5,50.00%,52,0,0,0,0,0
m.ad.search.naver.com,???²????§?´,2,0.5,50.00%,8,0,0,0,0,0
m.ad.search.naver.com,?뼟??°?씊?봽?¡?븘,2,0.5,50.00%,32,0,0,0,0,0
m.ad.search.naver.com,?뿠??¼?옄?봽?¡?븘???§?2,0.5,50.00%,6,0,0,0,0,0,
m.ad.search.naver.com,???븘???§?2,0.5,50.00%,98,0,0,0,0,0,
m.ad.search.naver.com,???븘???§?´,2,0.5,50.00%,14,0,0,0,0,0
m.ad.search.naver.com,?씊?뀒????뼟???§?´??쁺,2,0.5,50.00%,51,0,0,0,0,0
m.ad.search.naver.com,?씒?°?씊?솕?³´,2,1.5,0.00%,59,0,0,0,0,0
m.ad.search.naver.com,??¼?땲?뼟?뒧?뒠?뵒?삟?2,0.5,50.00%,0,0,0,0,0,0,
m.ad.search.naver.com,??¼?땲?뼟?봽?¡?븘,2,0.5,50.00%,5,0,0,0,0,0
m.ad.search.naver.com,?´??쁺?븰?썝,2,0.5,50.00%,73,0,0,0,0,0
m.blog.naver.com,?°????,2,1,0.00%,16,0,0,0,0,0
m.blog.naver.com,???룆?뒧?2,0.5,50.00%,33,0,0,0,0,0,
m.blog.naver.com,???옄 ?°?뵒?봽?¡?븘,2,0.5,50.00%,99,0,0,0,0,0
m.search.daum.net,???룆?뒧?2,2,0.00%,119,0,0,0,0,0,
m.search.naver.com,?§???°?뵒?봽?¡?븘,2,1.5,0.00%,226,0,0,0,0,0
m.search.naver.com,?³´?뵒?봽?¡?븘,2,0.5,50.00%,41,0,0,0,0,0
m.search.naver.com,helldog?셲,2,1,0.00%,118,0,0,0,0,0
m.search.naver.com,???´??°?뵒?봽?¡?븘,2,2.5,0.00%,64,0,0,0,0,0
m.search.naver.com,???룆,2,2.5,0.00%,124,0,0,0,0,0
m.search.naver.com,???룆?뒧??뒧?뒠?뵒?삟?2,1,0.00%,34,0,0,0,0,0,
m.search.naver.com,???룈.,2,1,0.00%,15,0,0,0,0,0
m.search.naver.com,?쁺?솕?°°?슒??봽?¡?븘,2,0.5,50.00%,9,0,0,0,0,0
m.search.naver.com,mc ?봽?¡?븘???§?2,0.5,50.00%,18,0,0,0,0,0,
search.naver.com,ceo?봽?¡?븘???§?옒?°?뒗?³³,2,0.5,50.00%,13,0,0,0,0,0
search.naver.com,?궊?옄 ?°?뵒?봽?¡?븘 ?뒧?뒠?뵒?삟?2,0.5,50.00%,3,0,0,0,0,0,
search.naver.com,?궊?옄 ?°?뵒?봽?¡?븘 ?뒧?뒠?뵒?삟??¶?²?2,2,0.00%,37,0,0,0,0,0,
search.naver.com,?룞??¼???§??뒧?뒠?뵒?삟?2,1,0.00%,33,0,0,0,0,0,
search.naver.com,?°?븘?§?봽?¡?븘,2,0.5,50.00%,8,0,0,0,0,0
search.naver.com,?°??¤?룞??¼ ?´??쁺 ?뒧?뒠?뵒?삟?2,2.5,0.00%,106,0,0,0,0,0,
search.naver.com,?±´?¶?° ?봽?¡?븘,2,0.5,50.00%,6,0,0,0,0,0
search.naver.com,?²??씊?¹??봽?¡?븘,2,1,0.00%,5,0,0,0,0,0
search.naver.com,?³??뼇?씊??ª¨?뜟?2,1,0.00%,31,0,0,0,0,0,
search.naver.com,?³??뼇?씊????ª???§?2,1.5,0.00%,222,0,0,0,0,0,
search.naver.com,?³¤?¶????§?솕?³´,2,0.5,50.00%,8,0,0,0,0,0
search.naver.com,?¸?옖?뱶 ????¶??뒧?뒠?뵒?삟?2,0.5,50.00%,5,0,0,0,0,0,
search.naver.com,?¸°?뾽 ?봽?¡?븘,2,1,0.00%,131,0,0,0,0,0
search.naver.com,?¸°?뾽?봽?¡?븘,2,3.5,0.00%,75,0,0,0,0,0
search.naver.com,?¹?¸?뒧?뒠?뵒?삟?2,0.5,50.00%,19,0,0,0,0,0,
search.naver.com,helldog,2,3,0.00%,73,0,0,0,0,0
search.naver.com,helldog&apos;s,2,0.5,50.00%,58,0,0,0,0,0
search.naver.com,???§?³´???옉?뾽,2,0.5,50.00%,50,0,0,0,0,0
search.naver.com,?꽌?슓? ???²??뒧?뒠?뵒?삟?2,0.5,50.00%,9,0,0,0,0,0,
search.naver.com,?꽌?슓??? ?뒧?뒠?뵒?삟?2,1,0.00%,40,0,0,0,0,0,
search.naver.com,???´??쓽???´??쁺?뒧?뒠?뵒?삟?2,0.5,50.00%,130,0,0,0,0,0,
search.naver.com,?뙜?뀡????¶?뒧?뒠?뵒?삟?2,3.5,0.00%,56,0,0,0,0,0,
search.naver.com,?????? ???뒦?2,1.5,0.00%,64,0,0,0,0,0,
search.naver.com,?븘?룞 ???§?뒧?뒠?뵒?삟?2,3,0.00%,217,0,0,0,0,0,
search.naver.com,?븘?룞?솕?³´,2,0.5,50.00%,42,0,0,0,0,0
search.naver.com,???룆?뒧??뒧?뒠?뵒?삟?2,2,0.00%,79,0,0,0,0,0,
search.naver.com,???룆?뒧???§?2,0.5,50.00%,0,0,0,0,0,0,
search.naver.com,???룆?뒧?뒠?뵒?삟?2,4.5,0.00%,168,0,0,0,0,0,
search.naver.com,???룆?뒧?뒧?뒠?뵒?삟?2,3,0.00%,47,0,0,0,0,0,
search.naver.com,???룈,2,3.5,0.00%,336,0,0,0,0,0
search.naver.com,???옄?°?뵒?봽?¡?븘?뒧?뒠?뵒?삟?2,0.5,50.00%,19,0,0,0,0,0,
search.naver.com,?뿠?궊?룞 ?봽?¡?븘 ?뒧?뒠?뵒?삟?2,1.5,0.00%,128,0,0,0,0,0,
search.naver.com,?뿠??¼?쉶 ?봽?¡?븘,2,3.5,0.00%,53,0,0,0,0,0
search.naver.com,?솉?? ???²? ???§?2,2,0.00%,76,0,0,0,0,0,
search.naver.com,?슓?룞?쁺?긽 ?뒧?뒠?뵒?삟?2,0.5,50.00%,2,0,0,0,0,0,
search.naver.com,?쐶?뒧?땲?뒧??봽?¡?븘,2,2,0.00%,"2,942.00",0,0,0,0,0
search.naver.com,?´??쁺 ?°?씊???뒦?2,3,0.00%,108,0,0,0,0,0,
search.naver.com,?´??쁺 ?븘?¹´?뜞??¸,2,2,0.00%,44,0,0,0,0,0
search.naver.com,?´??쁺?븰?썝,2,4.5,0.00%,423,0,0,0,0,0
search.naver.com,??¨?꽓?꽓?뒧??봽?¡?븘???§?2,5.5,0.00%,244,0,0,0,0,0,
ad.search.naver.com,?????°?뵒?봽?¡?븘,1,0,0.00%,,0,0,0,0,0
search.naver.com,?³??뼇?씊??뒧?뒠?뵒?삟?1,0,0.00%,,0,0,0,0,0,
search.naver.com,?¸¸?±°??? ???§??뒧?뒠?뵒?삟?1,0,0.00%,,0,0,0,0,0,
,,,,,,,,,,
Please note that the vast majority of keywords used to reach your site are now encrypted by the search engines.,,,,,,,,,,
"As a result, in most cases, keywords can not be detected (not by us, nor by anyone else). This report is therefore incomplete.",,,,,,,,,,
We are still making it available with the data that we have been able to capture.,,,,,,,,,,
